"orderNo";"customerNo";"dateCreated";"dateRequested";"dateFulfilled"
1186;38;"2015-11-19 22:47:44";"2015-11-25 22:47:44";"2015-11-23 22:47:44"
1187;51;"2015-11-22 00:28:15";"2015-12-05 00:28:15";"2015-12-02 00:28:15"
1188;62;"2015-11-23 13:01:31";"2015-12-03 13:01:31";"2015-12-01 13:01:31"
1189;67;"2015-11-25 12:03:07";"2015-11-30 12:03:07";"2015-11-28 12:03:07"
1190;69;"2015-11-30 02:04:28";"2015-12-13 02:04:28";"2015-12-10 02:04:28"
1191;57;"2015-12-03 05:45:40";"2015-12-14 05:45:40";"2015-12-11 05:45:40"
1192;71;"2015-12-06 22:48:19";"2015-12-19 22:48:19";"2015-12-16 22:48:19"
1193;16;"2015-12-08 23:22:43";"2015-12-16 23:22:43";"2015-12-14 23:22:43"
1194;24;"2015-12-13 18:01:51";"2015-12-24 18:01:51";"2015-12-21 18:01:51"
1195;55;"2015-12-16 01:40:11";"2015-12-22 01:40:11";"2015-12-19 01:40:11"
1196;37;"2015-12-16 13:33:11";"2015-12-27 13:33:11";"2015-12-25 13:33:11"
1197;95;"2015-12-20 01:18:00";"2015-12-25 01:18:00";"2015-12-23 01:18:00"
1198;107;"2015-12-21 21:29:40";"2015-12-30 21:29:40";"2015-12-27 21:29:40"
1199;23;"2015-12-22 06:40:00";"2015-12-31 06:40:00";"2015-12-29 06:40:00"
1200;80;"2015-12-22 22:34:31";"2016-01-03 22:34:31";"2016-01-01 22:34:31"
1201;20;"2015-12-23 15:46:47";"2015-12-28 15:46:47";"2015-12-26 15:46:47"
1202;56;"2015-12-23 22:17:08";"2016-01-02 22:17:08";"2015-12-30 22:17:08"
1203;22;"2015-12-26 01:07:55";"2016-01-04 01:07:55";"2016-01-01 01:07:55"
1204;46;"2015-12-26 06:31:23";"2016-01-06 06:31:23";"2016-01-04 06:31:23"
1205;37;"2016-01-01 05:03:08";"2016-01-07 05:03:08";"2016-01-04 05:03:08"
1206;11;"2016-01-03 00:16:15";"2016-01-13 00:16:15";"2016-01-10 00:16:15"
1207;58;"2016-01-05 04:21:59";"2016-01-16 04:21:59";"2016-01-13 04:21:59"
1208;76;"2016-01-08 03:36:29";"2016-01-17 03:36:29";"2016-01-14 03:36:29"
1209;69;"2016-01-14 16:29:48";"2016-01-21 16:29:48";"2016-01-18 16:29:48"
1210;15;"2016-01-15 16:05:13";"2016-01-21 16:05:13";"2016-01-19 16:05:13"
1211;6;"2016-01-16 16:50:10";"2016-01-28 16:50:10";"2016-01-25 16:50:10"
1212;12;"2016-01-22 11:03:35";"2016-02-02 11:03:35";"2016-01-31 11:03:35"
1213;40;"2016-01-23 23:34:20";"2016-01-31 23:34:20";"2016-01-29 23:34:20"
1214;29;"2016-01-25 13:45:28";"2016-02-02 13:45:28";"2016-01-30 13:45:28"
1215;80;"2016-01-25 15:19:17";"2016-02-07 15:19:17";"2016-02-04 15:19:17"
1216;1;"2016-01-28 11:11:19";"2016-02-02 11:11:19";"2016-01-31 11:11:19"
1217;86;"2016-01-28 12:48:06";"2016-02-02 12:48:06";"2016-01-31 12:48:06"
1218;9;"2016-01-31 05:08:14";"2016-02-08 05:08:14";"2016-02-05 05:08:14"
1219;12;"2016-02-01 14:14:26";"2016-02-13 14:14:26";"2016-02-11 14:14:26"
1220;105;"2016-02-03 06:28:44";"2016-02-12 06:28:44";"2016-02-09 06:28:44"
1221;38;"2016-02-06 22:25:34";"2016-02-15 22:25:34";"2016-02-12 22:25:34"
1222;48;"2016-02-13 04:22:17";"2016-02-23 04:22:17";"2016-02-20 04:22:17"
1223;10;"2016-02-13 05:22:44";"2016-02-24 05:22:44";"2016-02-21 05:22:44"
1224;25;"2016-02-13 19:12:31";"2016-02-20 19:12:31";"2016-02-18 19:12:31"
1225;82;"2016-02-17 12:09:46";"2016-02-29 12:09:46";"2016-02-27 12:09:46"
1226;98;"2016-02-21 03:04:49";"2016-03-03 03:04:49";"2016-03-01 03:04:49"
1227;90;"2016-02-21 10:43:10";"2016-02-29 10:43:10";"2016-02-27 10:43:10"
1228;81;"2016-02-25 18:46:10";"2016-03-02 18:46:10";"2016-02-28 18:46:10"
1229;59;"2016-02-28 10:03:16";"2016-03-07 10:03:16";"2016-03-04 10:03:16"
1230;40;"2016-03-01 13:33:30";"2016-03-12 13:33:30";"2016-03-09 13:33:30"
1231;8;"2016-03-04 20:01:05";"2016-03-10 20:01:05";"2016-03-07 20:01:05"
1232;24;"2016-03-07 08:44:18";"2016-03-17 08:44:18";"2016-03-15 08:44:18"
1233;68;"2016-03-08 16:39:13";"2016-03-21 16:39:13";"2016-03-18 16:39:13"
1234;97;"2016-03-08 17:17:06";"2016-03-17 17:17:06";"2016-03-14 17:17:06"
1235;6;"2016-03-13 02:58:27";"2016-03-19 02:58:27";"2016-03-16 02:58:27"
1236;13;"2016-03-15 07:09:29";"2016-03-27 07:09:29";"2016-03-24 07:09:29"
1237;10;"2016-03-17 10:29:54";"2016-03-23 10:29:54";"2016-03-21 10:29:54"
1238;18;"2016-03-18 07:38:41";"2016-03-30 07:38:41";"2016-03-28 07:38:41"
1239;44;"2016-03-19 14:26:40";"2016-03-26 14:26:40";"2016-03-24 14:26:40"
1240;79;"2016-03-25 21:02:51";"2016-04-04 21:02:51";"2016-04-01 21:02:51"
1241;45;"2016-03-27 21:02:22";"2016-04-06 21:02:22";"2016-04-04 21:02:22"
1242;84;"2016-03-28 23:52:45";"2016-04-08 23:52:45";"2016-04-06 23:52:45"
1243;74;"2016-03-29 14:30:07";"2016-04-11 14:30:07";"2016-04-08 14:30:07"
1244;98;"2016-04-07 16:10:34";"2016-04-15 16:10:34";"2016-04-12 16:10:34"
1245;87;"2016-04-07 23:21:34";"2016-04-15 23:21:34";"2016-04-13 23:21:34"
1246;35;"2016-04-11 03:57:33";"2016-04-16 03:57:33";"2016-04-14 03:57:33"
1247;25;"2016-04-13 21:35:12";"2016-04-24 21:35:12";"2016-04-22 21:35:12"
1248;60;"2016-04-14 10:40:44";"2016-04-27 10:40:44";"2016-04-24 10:40:44"
1249;56;"2016-04-15 14:22:57";"2016-04-27 14:22:57";"2016-04-24 14:22:57"
1250;16;"2016-04-24 03:31:19";"2016-04-30 03:31:19";"2016-04-28 03:31:19"
1251;87;"2016-04-26 01:35:23";"2016-05-06 01:35:23";"2016-05-03 01:35:23"
1252;26;"2016-04-26 06:38:48";"2016-05-04 06:38:48";"2016-05-01 06:38:48"
1253;40;"2016-04-27 15:16:30";"2016-05-09 15:16:30";"2016-05-07 15:16:30"
1254;82;"2016-04-28 17:47:06";"2016-05-07 17:47:06";"2016-05-05 17:47:06"
1255;104;"2016-04-30 02:25:07";"2016-05-07 02:25:07";"2016-05-04 02:25:07"
1256;98;"2016-05-01 18:40:24";"2016-05-13 18:40:24";"2016-05-10 18:40:24"
1257;42;"2016-05-03 15:06:39";"2016-05-10 15:06:39";"2016-05-08 15:06:39"
1258;22;"2016-05-03 20:08:15";"2016-05-15 20:08:15";"2016-05-13 20:08:15"
1259;79;"2016-05-04 08:22:08";"2016-05-16 08:22:08";"2016-05-14 08:22:08"
1260;26;"2016-05-04 17:30:29";"2016-05-12 17:30:29";"2016-05-10 17:30:29"
1261;86;"2016-05-05 03:33:11";"2016-05-17 03:33:11";"2016-05-14 03:33:11"
1262;25;"2016-05-05 08:54:28";"2016-05-13 08:54:28";"2016-05-11 08:54:28"
1263;44;"2016-05-05 22:46:17";"2016-05-11 22:46:17";"2016-05-09 22:46:17"
1264;32;"2016-05-08 13:34:42";"2016-05-15 13:34:42";"2016-05-12 13:34:42"
1265;21;"2016-05-11 00:43:03";"2016-05-17 00:43:03";"2016-05-14 00:43:03"
1266;100;"2016-05-18 03:45:33";"2016-05-23 03:45:33";"2016-05-21 03:45:33"
1267;105;"2016-05-18 14:18:32";"2016-05-28 14:18:32";"2016-05-26 14:18:32"
1268;18;"2016-05-18 14:59:44";"2016-05-28 14:59:44";"2016-05-26 14:59:44"
1269;99;"2016-05-19 23:26:05";"2016-05-31 23:26:05";"2016-05-28 23:26:05"
1270;70;"2016-05-20 11:11:04";"2016-05-27 11:11:04";"2016-05-25 11:11:04"
1271;41;"2016-05-22 19:50:17";"2016-06-02 19:50:17";"2016-05-30 19:50:17"
1272;81;"2016-05-25 19:33:59";"2016-06-02 19:33:59";"2016-05-30 19:33:59"
1273;73;"2016-05-30 22:49:58";"2016-06-11 22:49:58";"2016-06-09 22:49:58"
1274;46;"2016-05-31 12:39:43";"2016-06-05 12:39:43";"2016-06-03 12:39:43"
1275;31;"2016-06-01 09:54:03";"2016-06-11 09:54:03";"2016-06-08 09:54:03"
1276;90;"2016-06-01 14:48:52";"2016-06-13 14:48:52";"2016-06-11 14:48:52"
1277;85;"2016-06-03 17:00:07";"2016-06-15 17:00:07";"2016-06-13 17:00:07"
1278;26;"2016-06-05 09:16:51";"2016-06-12 09:16:51";"2016-06-09 09:16:51"
1279;80;"2016-06-06 12:01:39";"2016-06-15 12:01:39";"2016-06-12 12:01:39"
1280;80;"2016-06-08 15:43:32";"2016-06-20 15:43:32";"2016-06-17 15:43:32"
1281;48;"2016-06-08 18:43:54";"2016-06-15 18:43:54";"2016-06-13 18:43:54"
1282;82;"2016-06-10 07:13:36";"2016-06-22 07:13:36";"2016-06-19 07:13:36"
1283;103;"2016-06-10 09:28:15";"2016-06-18 09:28:15";"2016-06-16 09:28:15"
1284;46;"2016-06-10 17:55:44";"2016-06-17 17:55:44";"2016-06-14 17:55:44"
1285;33;"2016-06-11 10:45:53";"2016-06-20 10:45:53";"2016-06-18 10:45:53"
1286;59;"2016-06-12 01:43:41";"2016-06-21 01:43:41";"2016-06-18 01:43:41"
1287;49;"2016-06-15 07:31:45";"2016-06-22 07:31:45";"2016-06-20 07:31:45"
1288;11;"2016-06-15 18:31:34";"2016-06-23 18:31:34";"2016-06-20 18:31:34"
1289;34;"2016-06-15 19:11:26";"2016-06-26 19:11:26";"2016-06-23 19:11:26"
1290;105;"2016-06-16 06:49:20";"2016-06-22 06:49:20";"2016-06-20 06:49:20"
1291;5;"2016-06-18 18:13:57";"2016-06-28 18:13:57";"2016-06-26 18:13:57"
1292;84;"2016-06-20 13:37:19";"2016-06-27 13:37:19";"2016-06-25 13:37:19"
1293;106;"2016-06-25 14:08:24";"2016-06-30 14:08:24";"2016-06-28 14:08:24"
1294;80;"2016-06-25 22:27:43";"2016-07-06 22:27:43";"2016-07-03 22:27:43"
1295;27;"2016-07-03 14:31:57";"2016-07-11 14:31:57";"2016-07-08 14:31:57"
1296;16;"2016-07-09 09:07:09";"2016-07-19 09:07:09";"2016-07-16 09:07:09"
1297;62;"2016-07-09 18:44:59";"2016-07-22 18:44:59";"2016-07-19 18:44:59"
1298;63;"2016-07-11 07:47:27";"2016-07-18 07:47:27";"2016-07-15 07:47:27"
1299;6;"2016-07-12 18:26:39";"2016-07-23 18:26:39";"2016-07-21 18:26:39"
1300;37;"2016-07-13 04:36:40";"2016-07-22 04:36:40";"2016-07-20 04:36:40"
1301;24;"2016-07-17 17:36:00";"2016-07-29 17:36:00";"2016-07-26 17:36:00"
1302;25;"2016-07-18 22:58:33";"2016-07-29 22:58:33";"2016-07-27 22:58:33"
1303;1;"2016-07-20 19:49:49";"2016-07-28 19:49:49";"2016-07-25 19:49:49"
1304;51;"2016-07-24 02:13:41";"2016-07-31 02:13:41";"2016-07-28 02:13:41"
1305;51;"2016-07-25 05:58:32";"2016-08-01 05:58:32";"2016-07-30 05:58:32"
1306;68;"2016-07-27 14:41:46";"2016-08-08 14:41:46";"2016-08-06 14:41:46"
1307;1;"2016-08-01 01:13:49";"2016-08-11 01:13:49";"2016-08-08 01:13:49"
1308;95;"2016-08-02 02:52:37";"2016-08-09 02:52:37";"2016-08-06 02:52:37"
1309;42;"2016-08-02 13:17:58";"2016-08-07 13:17:58";"2016-08-05 13:17:58"
1310;28;"2016-08-03 10:13:03";"2016-08-14 10:13:03";"2016-08-12 10:13:03"
1311;85;"2016-08-06 18:39:35";"2016-08-18 18:39:35";"2016-08-16 18:39:35"
1312;43;"2016-08-07 08:17:28";"2016-08-19 08:17:28";"2016-08-16 08:17:28"
1313;60;"2016-08-08 22:19:44";"2016-08-20 22:19:44";"2016-08-17 22:19:44"
1314;49;"2016-08-09 01:45:49";"2016-08-18 01:45:49";"2016-08-16 01:45:49"
1315;102;"2016-08-10 15:45:06";"2016-08-16 15:45:06";"2016-08-13 15:45:06"
1316;91;"2016-08-11 21:02:59";"2016-08-21 21:02:59";"2016-08-19 21:02:59"
1317;55;"2016-08-14 22:56:57";"2016-08-23 22:56:57";"2016-08-21 22:56:57"
1318;13;"2016-08-15 03:18:09";"2016-08-21 03:18:09";"2016-08-18 03:18:09"
1319;33;"2016-08-15 03:36:43";"2016-08-24 03:36:43";"2016-08-22 03:36:43"
1320;4;"2016-08-17 16:05:58";"2016-08-29 16:05:58";"2016-08-27 16:05:58"
1321;66;"2016-08-21 00:10:19";"2016-09-02 00:10:19";"2016-08-30 00:10:19"
1322;44;"2016-08-23 20:34:17";"2016-09-03 20:34:17";"2016-08-31 20:34:17"
1323;76;"2016-08-26 07:02:08";"2016-09-02 07:02:08";"2016-08-30 07:02:08"
1324;85;"2016-08-27 18:53:02";"2016-09-05 18:53:02";"2016-09-02 18:53:02"
1325;45;"2016-08-29 02:32:28";"2016-09-08 02:32:28";"2016-09-05 02:32:28"
1326;91;"2016-08-30 21:37:45";"2016-09-05 21:37:45";"2016-09-02 21:37:45"
1327;70;"2016-08-31 01:05:27";"2016-09-05 01:05:27";"2016-09-03 01:05:27"
1328;45;"2016-09-01 01:37:51";"2016-09-12 01:37:51";"2016-09-09 01:37:51"
1329;28;"2016-09-02 16:23:43";"2016-09-14 16:23:43";"2016-09-11 16:23:43"
1330;99;"2016-09-03 11:50:03";"2016-09-10 11:50:03";"2016-09-07 11:50:03"
1331;82;"2016-09-04 13:04:10";"2016-09-11 13:04:10";"2016-09-08 13:04:10"
1332;56;"2016-09-12 23:39:59";"2016-09-21 23:39:59";"2016-09-18 23:39:59"
1333;56;"2016-09-14 02:47:25";"2016-09-20 02:47:25";"2016-09-18 02:47:25"
1334;57;"2016-09-17 07:37:29";"2016-09-23 07:37:29";"2016-09-20 07:37:29"
1335;84;"2016-09-18 13:33:04";"2016-09-24 13:33:04";"2016-09-21 13:33:04"
1336;45;"2016-09-18 19:55:39";"2016-09-26 19:55:39";"2016-09-23 19:55:39"
1337;27;"2016-09-19 01:18:34";"2016-09-28 01:18:34";"2016-09-25 01:18:34"
1338;61;"2016-09-20 04:24:49";"2016-09-28 04:24:49";"2016-09-26 04:24:49"
1339;38;"2016-09-20 17:21:36";"2016-09-25 17:21:36";"2016-09-23 17:21:36"
1340;13;"2016-09-21 04:54:51";"2016-09-30 04:54:51";"2016-09-27 04:54:51"
1341;52;"2016-09-21 10:33:27";"2016-09-30 10:33:27";"2016-09-27 10:33:27"
1342;73;"2016-09-24 07:23:04";"2016-10-03 07:23:04";"2016-09-30 07:23:04"
1343;50;"2016-09-25 20:33:42";"2016-10-06 20:33:42";"2016-10-03 20:33:42"
1344;6;"2016-09-27 10:28:46";"2016-10-10 10:28:46";"2016-10-07 10:28:46"
1345;35;"2016-09-27 15:50:08";"2016-10-07 15:50:08";"2016-10-05 15:50:08"
1346;96;"2016-09-30 03:23:24";"2016-10-11 03:23:24";"2016-10-09 03:23:24"
1347;7;"2016-09-30 21:16:57";"2016-10-10 21:16:57";"2016-10-07 21:16:57"
1348;87;"2016-10-04 04:42:14";"2016-10-11 04:42:14";"2016-10-08 04:42:14"
1349;43;"2016-10-06 14:56:03";"2016-10-18 14:56:03";"2016-10-15 14:56:03"
1350;60;"2016-10-07 02:32:28";"2016-10-16 02:32:28";"2016-10-14 02:32:28"
1351;81;"2016-10-07 19:47:35";"2016-10-14 19:47:35";"2016-10-11 19:47:35"
1352;96;"2016-10-15 00:59:05";"2016-10-20 00:59:05";"2016-10-18 00:59:05"
1353;86;"2016-10-23 22:02:29";"2016-11-01 22:02:29";"2016-10-30 22:02:29"
1354;18;"2016-10-28 13:51:30";"2016-11-03 13:51:30";"2016-10-31 13:51:30"
1355;18;"2016-10-28 20:52:50";"2016-11-07 20:52:50";"2016-11-04 20:52:50"
1356;79;"2016-10-29 06:16:32";"2016-11-11 06:16:32";"2016-11-08 06:16:32"
1357;14;"2016-10-29 15:12:23";"2016-11-11 15:12:23";"2016-11-08 15:12:23"
1358;62;"2016-11-03 08:19:18";"2016-11-16 08:19:18";"2016-11-13 08:19:18"
1359;102;"2016-11-05 12:38:21";"2016-11-15 12:38:21";"2016-11-13 12:38:21"
1360;4;"2016-11-06 04:58:45";"2016-11-14 04:58:45";"2016-11-12 04:58:45"
1361;50;"2016-11-07 11:14:25";"2016-11-18 11:14:25";"2016-11-15 11:14:25"
1362;95;"2016-11-12 02:58:04";"2016-11-18 02:58:04";"2016-11-15 02:58:04"
1363;93;"2016-11-13 08:40:15";"2016-11-26 08:40:15";"2016-11-23 08:40:15"
1364;70;"2016-11-16 12:50:35";"2016-11-29 12:50:35";"2016-11-26 12:50:35"
1365;11;"2016-11-17 21:51:22";"2016-11-27 21:51:22";"2016-11-25 21:51:22"
1366;32;"2016-11-22 01:00:00";"2016-12-04 01:00:00";"2016-12-01 01:00:00"
1367;28;"2016-11-22 02:54:23";"2016-12-02 02:54:23";"2016-11-30 02:54:23"
1368;72;"2016-11-28 22:24:31";"2016-12-09 22:24:31";"2016-12-07 22:24:31"
1369;72;"2016-11-29 07:51:55";"2016-12-09 07:51:55";"2016-12-07 07:51:55"
1370;78;"2016-11-29 20:22:25";"2016-12-06 20:22:25";"2016-12-03 20:22:25"
1371;45;"2016-11-29 22:23:48";"2016-12-06 22:23:48";"2016-12-04 22:23:48"
1372;85;"2016-11-30 12:44:27";"2016-12-10 12:44:27";"2016-12-07 12:44:27"
1373;32;"2016-12-07 01:51:19";"2016-12-15 01:51:19";"2016-12-12 01:51:19"
1374;68;"2016-12-12 22:54:38";"2016-12-17 22:54:38";"2016-12-15 22:54:38"
1375;77;"2016-12-15 19:04:12";"2016-12-22 19:04:12";"2016-12-20 19:04:12"
1376;100;"2016-12-16 06:00:49";"2016-12-24 06:00:49";"2016-12-21 06:00:49"
1377;39;"2016-12-16 21:44:45";"2016-12-22 21:44:45";"2016-12-19 21:44:45"
1378;69;"2016-12-18 13:49:22";"2016-12-25 13:49:22";"2016-12-23 13:49:22"
1379;29;"2016-12-19 13:23:23";"2016-12-30 13:23:23";"2016-12-28 13:23:23"
1380;107;"2016-12-19 20:36:09";"2016-12-24 20:36:09";"2016-12-22 20:36:09"
1381;2;"2016-12-27 19:01:58";"2017-01-02 19:01:58";"2016-12-31 19:01:58"
1382;74;"2016-12-28 00:36:37";"2017-01-07 00:36:37";"2017-01-05 00:36:37"
1383;16;"2016-12-28 06:48:43";"2017-01-08 06:48:43";"2017-01-05 06:48:43"
1384;69;"2016-12-29 05:38:16";"2017-01-06 05:38:16";"2017-01-04 05:38:16"
1385;104;"2016-12-29 12:42:31";"2017-01-11 12:42:31";"2017-01-08 12:42:31"
1386;95;"2017-01-01 08:34:47";"2017-01-12 08:34:47";"2017-01-10 08:34:47"
1387;84;"2017-01-01 18:32:05";"2017-01-10 18:32:05";"2017-01-08 18:32:05"
1388;55;"2017-01-02 10:41:52";"2017-01-10 10:41:52";"2017-01-07 10:41:52"
1389;57;"2017-01-02 21:35:48";"2017-01-08 21:35:48";"2017-01-05 21:35:48"
1390;52;"2017-01-03 02:20:04";"2017-01-11 02:20:04";"2017-01-08 02:20:04"
1391;104;"2017-01-03 08:20:32";"2017-01-12 08:20:32";"2017-01-10 08:20:32"
1392;107;"2017-01-06 16:09:19";"2017-01-13 16:09:19";"2017-01-10 16:09:19"
1393;34;"2017-01-08 03:06:04";"2017-01-20 03:06:04";"2017-01-18 03:06:04"
1394;3;"2017-01-08 04:42:22";"2017-01-17 04:42:22";"2017-01-14 04:42:22"
1395;42;"2017-01-08 12:55:20";"2017-01-17 12:55:20";"2017-01-15 12:55:20"
1396;83;"2017-01-09 17:31:40";"2017-01-19 17:31:40";"2017-01-17 17:31:40"
1397;55;"2017-01-12 05:19:22";"2017-01-24 05:19:22";"2017-01-21 05:19:22"
1398;11;"2017-01-12 10:05:30";"2017-01-25 10:05:30";"2017-01-22 10:05:30"
1399;32;"2017-01-13 14:12:03";"2017-01-22 14:12:03";"2017-01-19 14:12:03"
1400;23;"2017-01-13 23:17:36";"2017-01-20 23:17:36";"2017-01-18 23:17:36"
1401;68;"2017-01-14 10:24:59";"2017-01-25 10:24:59";"2017-01-23 10:24:59"
1402;102;"2017-01-15 10:12:00";"2017-01-24 10:12:00";"2017-01-22 10:12:00"
1403;37;"2017-01-20 06:09:34";"2017-01-28 06:09:34";"2017-01-26 06:09:34"
1404;43;"2017-01-20 22:11:02";"2017-02-01 22:11:02";"2017-01-29 22:11:02"
1405;41;"2017-01-21 06:32:37";"2017-02-02 06:32:37";"2017-01-31 06:32:37"
1406;45;"2017-01-23 13:32:54";"2017-02-04 13:32:54";"2017-02-01 13:32:54"
1407;55;"2017-01-23 14:05:19";"2017-02-05 14:05:19";"2017-02-02 14:05:19"
1408;17;"2017-01-25 23:03:44";"2017-02-07 23:03:44";"2017-02-04 23:03:44"
1409;40;"2017-02-02 01:23:51";"2017-02-14 01:23:51";"2017-02-12 01:23:51"
1410;5;"2017-02-03 01:08:52";"2017-02-11 01:08:52";"2017-02-09 01:08:52"
1411;60;"2017-02-03 16:27:03";"2017-02-13 16:27:03";"2017-02-10 16:27:03"
1412;88;"2017-02-04 07:08:32";"2017-02-15 07:08:32";"2017-02-12 07:08:32"
1413;106;"2017-02-04 07:16:41";"2017-02-12 07:16:41";"2017-02-10 07:16:41"
1414;29;"2017-02-05 17:03:32";"2017-02-14 17:03:32";"2017-02-12 17:03:32"
1415;54;"2017-02-07 03:32:05";"2017-02-20 03:32:05";"2017-02-17 03:32:05"
1416;23;"2017-02-09 09:28:24";"2017-02-16 09:28:24";"2017-02-13 09:28:24"
1417;18;"2017-02-09 17:33:39";"2017-02-19 17:33:39";"2017-02-16 17:33:39"
1418;4;"2017-02-11 04:01:09";"2017-02-19 04:01:09";"2017-02-17 04:01:09"
1419;48;"2017-02-11 05:48:59";"2017-02-23 05:48:59";"2017-02-21 05:48:59"
1420;50;"2017-02-11 08:30:53";"2017-02-21 08:30:53";"2017-02-18 08:30:53"
1421;56;"2017-02-12 09:39:21";"2017-02-19 09:39:21";"2017-02-17 09:39:21"
1422;95;"2017-02-12 12:43:26";"2017-02-18 12:43:26";"2017-02-16 12:43:26"
1423;51;"2017-02-13 17:40:24";"2017-02-25 17:40:24";"2017-02-23 17:40:24"
1424;34;"2017-02-15 06:41:39";"2017-02-28 06:41:39";"2017-02-25 06:41:39"
1425;50;"2017-02-16 00:30:00";"2017-02-22 00:30:00";"2017-02-19 00:30:00"
1426;70;"2017-02-16 02:33:40";"2017-02-28 02:33:40";"2017-02-25 02:33:40"
1427;25;"2017-02-17 10:03:10";"2017-02-26 10:03:10";"2017-02-24 10:03:10"
1428;61;"2017-02-17 13:40:36";"2017-02-26 13:40:36";"2017-02-23 13:40:36"
1429;64;"2017-02-19 14:33:34";"2017-03-04 14:33:34";"2017-03-01 14:33:34"
1430;78;"2017-02-20 11:35:21";"2017-03-02 11:35:21";"2017-02-27 11:35:21"
1431;85;"2017-02-25 23:41:22";"2017-03-05 23:41:22";"2017-03-02 23:41:22"
1432;21;"2017-03-02 14:49:12";"2017-03-09 14:49:12";"2017-03-07 14:49:12"
1433;47;"2017-03-03 11:49:39";"2017-03-09 11:49:39";"2017-03-07 11:49:39"
1434;97;"2017-03-04 15:16:23";"2017-03-15 15:16:23";"2017-03-13 15:16:23"
1435;77;"2017-03-05 03:52:06";"2017-03-11 03:52:06";"2017-03-09 03:52:06"
1436;6;"2017-03-05 15:49:48";"2017-03-11 15:49:48";"2017-03-08 15:49:48"
1437;6;"2017-03-07 07:10:44";"2017-03-19 07:10:44";"2017-03-17 07:10:44"
1438;94;"2017-03-09 03:28:16";"2017-03-21 03:28:16";"2017-03-19 03:28:16"
1439;86;"2017-03-12 09:13:40";"2017-03-24 09:13:40";"2017-03-22 09:13:40"
1440;81;"2017-03-12 17:57:38";"2017-03-22 17:57:38";"2017-03-19 17:57:38"
1441;4;"2017-03-14 02:31:43";"2017-03-20 02:31:43";"2017-03-17 02:31:43"
1442;17;"2017-03-14 07:02:05";"2017-03-21 07:02:05";"2017-03-19 07:02:05"
1443;32;"2017-03-16 11:32:07";"2017-03-27 11:32:07";"2017-03-25 11:32:07"
1444;96;"2017-03-18 17:24:28";"2017-03-24 17:24:28";"2017-03-21 17:24:28"
1445;18;"2017-03-19 18:03:22";"2017-03-30 18:03:22";"2017-03-28 18:03:22"
1446;30;"2017-03-19 22:19:02";"2017-03-31 22:19:02";"2017-03-28 22:19:02"
1447;35;"2017-03-20 00:00:12";"2017-04-02 00:00:12";"2017-03-30 00:00:12"
1448;96;"2017-03-20 05:59:25";"2017-03-26 05:59:25";"2017-03-24 05:59:25"
1449;37;"2017-03-22 03:26:54";"2017-03-29 03:26:54";"2017-03-26 03:26:54"
1450;68;"2017-03-24 21:09:32";"2017-03-31 21:09:32";"2017-03-28 21:09:32"
1451;62;"2017-03-25 23:32:07";"2017-04-02 23:32:07";"2017-03-30 23:32:07"
1452;107;"2017-03-29 06:32:09";"2017-04-08 06:32:09";"2017-04-06 06:32:09"
1453;47;"2017-03-30 12:23:57";"2017-04-04 12:23:57";"2017-04-02 12:23:57"
1454;22;"2017-03-30 19:18:55";"2017-04-05 19:18:55";"2017-04-03 19:18:55"
1455;23;"2017-03-30 21:57:31";"2017-04-12 21:57:31";"2017-04-09 21:57:31"
1456;2;"2017-04-04 17:26:04";"2017-04-13 17:26:04";"2017-04-10 17:26:04"
1457;90;"2017-04-06 11:04:27";"2017-04-16 11:04:27";"2017-04-13 11:04:27"
1458;25;"2017-04-08 00:14:23";"2017-04-18 00:14:23";"2017-04-16 00:14:23"
1459;4;"2017-04-08 10:14:30";"2017-04-17 10:14:30";"2017-04-15 10:14:30"
1460;63;"2017-04-10 14:32:31";"2017-04-16 14:32:31";"2017-04-13 14:32:31"
1461;43;"2017-04-14 14:39:22";"2017-04-21 14:39:22";"2017-04-18 14:39:22"
1462;74;"2017-04-15 00:08:06";"2017-04-25 00:08:06";"2017-04-23 00:08:06"
1463;10;"2017-04-17 18:06:41";"2017-04-23 18:06:41";"2017-04-21 18:06:41"
1464;45;"2017-04-18 00:22:58";"2017-04-23 00:22:58";"2017-04-21 00:22:58"
1465;49;"2017-04-18 14:38:43";"2017-05-01 14:38:43";"2017-04-28 14:38:43"
1466;75;"2017-04-24 08:38:55";"2017-05-04 08:38:55";"2017-05-01 08:38:55"
1467;8;"2017-04-27 12:34:44";"2017-05-08 12:34:44";"2017-05-05 12:34:44"
1468;90;"2017-04-28 23:36:06";"2017-05-11 23:36:06";"2017-05-08 23:36:06"
1469;39;"2017-04-30 10:58:31";"2017-05-10 10:58:31";"2017-05-08 10:58:31"
1470;84;"2017-05-01 09:11:56";"2017-05-12 09:11:56";"2017-05-09 09:11:56"
1471;88;"2017-05-01 09:28:48";"2017-05-09 09:28:48";"2017-05-07 09:28:48"
1472;63;"2017-05-01 18:04:23";"2017-05-12 18:04:23";"2017-05-10 18:04:23"
1473;13;"2017-05-02 16:13:33";"2017-05-13 16:13:33";"2017-05-11 16:13:33"
1474;41;"2017-05-03 09:08:15";"2017-05-13 09:08:15";"2017-05-10 09:08:15"
1475;42;"2017-05-04 04:30:58";"2017-05-15 04:30:58";"2017-05-13 04:30:58"
