"orderNo";"recipeNo";"qty";"dateStarted";"dateFinished";"discountMultiple"
78;829;96;"2016-03-30 00:00:00";"2016-04-01 00:00:00";1.02
78;1136;110;"2011-02-26 00:00:00";"2011-03-03 00:00:00";1.19
78;1155;144;"2018-12-24 00:00:00";"2018-12-27 00:00:00";0.35
78;1173;3;"2017-01-22 00:00:00";"2017-01-25 00:00:00";0.88
78;1919;152;"2011-05-02 00:00:00";"2011-05-04 00:00:00";0.44
79;278;132;"2019-01-29 00:00:00";"2019-02-03 00:00:00";0.72
80;343;106;"2010-07-27 00:00:00";"2010-08-01 00:00:00";0.95
80;389;173;"2015-12-12 00:00:00";"2015-12-16 00:00:00";1.03
80;739;64;"2018-10-09 00:00:00";"2018-10-12 00:00:00";1.39
80;1036;148;"2011-06-01 00:00:00";"2011-06-03 00:00:00";0.87
80;1618;138;"2011-05-07 00:00:00";"2011-05-12 00:00:00";0.71
81;39;62;"2012-11-12 00:00:00";"2012-11-15 00:00:00";0.76
81;229;9;"2010-07-19 00:00:00";"2010-07-23 00:00:00";0.2
81;563;134;"2019-11-11 00:00:00";"2019-11-15 00:00:00";0.77
81;607;199;"2015-11-04 00:00:00";"2015-11-06 00:00:00";1.23
81;1047;110;"2016-08-03 00:00:00";"2016-08-06 00:00:00";0.69
81;1483;38;"2017-04-02 00:00:00";"2017-04-05 00:00:00";0.62
81;1664;189;"2016-02-23 00:00:00";"2016-02-28 00:00:00";0.77
81;1827;27;"2011-01-10 00:00:00";"2011-01-14 00:00:00";0.28
82;610;194;"2018-07-27 00:00:00";"2018-07-31 00:00:00";1.26
82;862;180;"2014-11-03 00:00:00";"2014-11-06 00:00:00";0.14
82;1321;146;"2015-08-14 00:00:00";"2015-08-19 00:00:00";0.55
83;516;108;"2014-08-14 00:00:00";"2014-08-17 00:00:00";0.57
83;792;185;"2017-01-03 00:00:00";"2017-01-06 00:00:00";0.37
83;804;84;"2012-03-04 00:00:00";"2012-03-09 00:00:00";0.05
83;865;107;"2015-11-24 00:00:00";"2015-11-27 00:00:00";1.24
84;86;48;"2009-05-25 00:00:00";"2009-05-28 00:00:00";0.86
84;279;145;"2016-03-23 00:00:00";"2016-03-25 00:00:00";0.2
84;440;162;"2017-06-01 00:00:00";"2017-06-06 00:00:00";1.14
84;1594;154;"2015-10-05 00:00:00";"2015-10-07 00:00:00";0.1
85;891;118;"2010-05-02 00:00:00";"2010-05-05 00:00:00";0.64
85;906;182;"2017-10-09 00:00:00";"2017-10-11 00:00:00";1.29
85;1126;1;"2016-09-05 00:00:00";"2016-09-08 00:00:00";0.15
85;1240;188;"2014-10-11 00:00:00";"2014-10-13 00:00:00";0.16
85;1334;8;"2014-05-07 00:00:00";"2014-05-09 00:00:00";1.12
85;1501;10;"2014-07-23 00:00:00";"2014-07-28 00:00:00";0.04
85;1528;191;"2017-07-26 00:00:00";"2017-07-31 00:00:00";0.72
85;1984;132;"2018-03-19 00:00:00";"2018-03-24 00:00:00";1.34
86;111;188;"2014-09-28 00:00:00";"2014-10-02 00:00:00";0.88
86;122;139;"2012-02-19 00:00:00";"2012-02-23 00:00:00";1.46
86;201;115;"2018-05-03 00:00:00";"2018-05-07 00:00:00";1.28
86;1206;92;"2018-05-08 00:00:00";"2018-05-13 00:00:00";1.1
86;1780;116;"2014-08-07 00:00:00";"2014-08-09 00:00:00";0.83
87;294;96;"2015-02-02 00:00:00";"2015-02-06 00:00:00";0.84
87;362;193;"2011-07-02 00:00:00";"2011-07-04 00:00:00";0.29
87;581;109;"2010-03-21 00:00:00";"2010-03-23 00:00:00";0.86
87;1197;174;"2009-09-19 00:00:00";"2009-09-22 00:00:00";0.77
87;1316;193;"2017-09-11 00:00:00";"2017-09-13 00:00:00";0.69
87;1460;137;"2012-07-09 00:00:00";"2012-07-11 00:00:00";0.47
87;1594;128;"2011-05-06 00:00:00";"2011-05-11 00:00:00";0.36
87;1712;125;"2017-01-18 00:00:00";"2017-01-21 00:00:00";1.28
88;232;162;"2011-06-09 00:00:00";"2011-06-13 00:00:00";0.77
88;617;190;"2011-01-04 00:00:00";"2011-01-06 00:00:00";0.48
88;717;40;"2011-02-12 00:00:00";"2011-02-14 00:00:00";1.15
88;900;174;"2015-10-24 00:00:00";"2015-10-28 00:00:00";0.64
88;948;32;"2017-07-02 00:00:00";"2017-07-06 00:00:00";0.5
88;1090;177;"2016-07-20 00:00:00";"2016-07-25 00:00:00";0.42
88;1106;185;"2010-09-06 00:00:00";"2010-09-09 00:00:00";1.5
88;1149;69;"2012-10-27 00:00:00";"2012-10-29 00:00:00";1.3
88;1160;136;"2013-04-25 00:00:00";"2013-04-29 00:00:00";1.27
88;1339;34;"2013-01-13 00:00:00";"2013-01-18 00:00:00";1.23
88;1795;35;"2014-10-13 00:00:00";"2014-10-18 00:00:00";1.21
89;526;191;"2011-05-17 00:00:00";"2011-05-22 00:00:00";0.15
89;832;30;"2013-03-15 00:00:00";"2013-03-20 00:00:00";1.05
89;1110;79;"2010-01-07 00:00:00";"2010-01-12 00:00:00";1.03
89;1234;104;"2011-01-02 00:00:00";"2011-01-07 00:00:00";0.21
89;1373;92;"2019-04-17 00:00:00";"2019-04-19 00:00:00";0.19
89;1765;65;"2011-02-05 00:00:00";"2011-02-07 00:00:00";1.37
90;360;44;"2013-04-18 00:00:00";"2013-04-20 00:00:00";0.28
91;599;73;"2017-08-05 00:00:00";"2017-08-07 00:00:00";0.82
91;825;124;"2009-02-17 00:00:00";"2009-02-21 00:00:00";0.73
91;1277;132;"2009-07-27 00:00:00";"2009-07-29 00:00:00";0.32
91;1460;161;"2014-11-06 00:00:00";"2014-11-08 00:00:00";0.34
92;12;169;"2009-03-09 00:00:00";"2009-03-13 00:00:00";0.12
92;399;113;"2015-11-07 00:00:00";"2015-11-10 00:00:00";0.96
92;757;176;"2012-08-17 00:00:00";"2012-08-21 00:00:00";0.43
92;1023;86;"2017-05-22 00:00:00";"2017-05-27 00:00:00";1.41
92;2000;72;"2018-11-29 00:00:00";"2018-12-04 00:00:00";0.01
93;132;115;"2015-05-13 00:00:00";"2015-05-15 00:00:00";0.16
93;508;9;"2017-02-23 00:00:00";"2017-02-25 00:00:00";0.58
93;1181;127;"2017-07-28 00:00:00";"2017-07-30 00:00:00";0.78
93;1192;180;"2011-07-10 00:00:00";"2011-07-12 00:00:00";0.3
93;1292;167;"2019-03-25 00:00:00";"2019-03-27 00:00:00";0.09
93;1627;180;"2017-04-19 00:00:00";"2017-04-24 00:00:00";1.17
93;1751;199;"2016-12-04 00:00:00";"2016-12-08 00:00:00";0.93
94;321;7;"2018-06-07 00:00:00";"2018-06-10 00:00:00";1.06
94;994;135;"2018-05-14 00:00:00";"2018-05-16 00:00:00";0.47
94;1940;34;"2014-04-25 00:00:00";"2014-04-28 00:00:00";0.88
95;833;55;"2013-04-16 00:00:00";"2013-04-21 00:00:00";0.21
95;863;55;"2017-03-14 00:00:00";"2017-03-18 00:00:00";0.58
95;1233;163;"2015-10-22 00:00:00";"2015-10-24 00:00:00";1.14
95;1284;55;"2014-06-14 00:00:00";"2014-06-18 00:00:00";0.72
95;1752;1;"2009-07-05 00:00:00";"2009-07-08 00:00:00";1.42
96;625;77;"2013-10-12 00:00:00";"2013-10-17 00:00:00";0.37
96;888;95;"2012-02-24 00:00:00";"2012-02-29 00:00:00";0.05
96;1016;163;"2011-07-28 00:00:00";"2011-08-02 00:00:00";0.08
96;1507;200;"2016-11-17 00:00:00";"2016-11-20 00:00:00";0.64
96;1566;92;"2019-10-18 00:00:00";"2019-10-21 00:00:00";1.01
96;1576;64;"2019-08-04 00:00:00";"2019-08-06 00:00:00";1.12
97;295;160;"2017-04-28 00:00:00";"2017-05-01 00:00:00";0.88
97;706;146;"2014-12-24 00:00:00";"2014-12-29 00:00:00";0.38
97;1146;22;"2019-04-30 00:00:00";"2019-05-05 00:00:00";0.64
97;1791;2;"2009-06-26 00:00:00";"2009-06-28 00:00:00";0.23
98;1831;119;"2016-03-14 00:00:00";"2016-03-19 00:00:00";0.72
99;69;68;"2018-04-16 00:00:00";"2018-04-21 00:00:00";0.92
99;716;11;"2012-11-15 00:00:00";"2012-11-20 00:00:00";0.52
99;892;185;"2011-04-28 00:00:00";"2011-04-30 00:00:00";0.43
99;1042;72;"2019-09-16 00:00:00";"2019-09-20 00:00:00";0.3
99;1176;137;"2014-01-02 00:00:00";"2014-01-07 00:00:00";0.43
99;1275;74;"2015-02-11 00:00:00";"2015-02-14 00:00:00";0.48
99;1276;58;"2011-06-20 00:00:00";"2011-06-25 00:00:00";1.24
99;1379;165;"2014-12-23 00:00:00";"2014-12-28 00:00:00";0.89
99;1606;199;"2019-10-09 00:00:00";"2019-10-13 00:00:00";1.22
99;1764;196;"2017-09-11 00:00:00";"2017-09-16 00:00:00";0.65
100;729;32;"2013-04-14 00:00:00";"2013-04-19 00:00:00";0.24
100;913;46;"2015-04-10 00:00:00";"2015-04-14 00:00:00";0.12
100;933;32;"2019-11-13 00:00:00";"2019-11-15 00:00:00";0.11
100;1949;31;"2019-02-17 00:00:00";"2019-02-20 00:00:00";0.58
101;1087;81;"2016-12-20 00:00:00";"2016-12-23 00:00:00";1.28
101;1612;96;"2018-07-12 00:00:00";"2018-07-15 00:00:00";0.41
102;589;162;"2018-02-08 00:00:00";"2018-02-10 00:00:00";1.49
102;1351;172;"2017-05-06 00:00:00";"2017-05-11 00:00:00";0.14
103;162;24;"2018-12-13 00:00:00";"2018-12-16 00:00:00";0.32
103;471;8;"2016-05-24 00:00:00";"2016-05-27 00:00:00";0.34
103;1000;153;"2010-11-16 00:00:00";"2010-11-21 00:00:00";0.9
103;1083;142;"2010-03-17 00:00:00";"2010-03-19 00:00:00";0.64
104;767;50;"2012-01-16 00:00:00";"2012-01-18 00:00:00";0.47
104;997;50;"2018-08-29 00:00:00";"2018-09-01 00:00:00";1.19
104;1906;186;"2018-09-26 00:00:00";"2018-09-29 00:00:00";0.25
105;96;92;"2010-08-31 00:00:00";"2010-09-04 00:00:00";0.78
105;370;38;"2017-07-19 00:00:00";"2017-07-21 00:00:00";0.46
105;907;92;"2015-11-24 00:00:00";"2015-11-28 00:00:00";0.99
106;291;162;"2016-12-23 00:00:00";"2016-12-26 00:00:00";0.68
106;928;124;"2019-03-30 00:00:00";"2019-04-02 00:00:00";1.32
106;1697;79;"2019-10-18 00:00:00";"2019-10-20 00:00:00";0.83
106;1761;161;"2018-03-14 00:00:00";"2018-03-17 00:00:00";0.61
107;7;93;"2010-03-12 00:00:00";"2010-03-15 00:00:00";0.94
107;341;25;"2011-11-10 00:00:00";"2011-11-14 00:00:00";0.39
107;433;94;"2014-08-07 00:00:00";"2014-08-09 00:00:00";1.02
107;507;170;"2014-01-09 00:00:00";"2014-01-14 00:00:00";1.0
107;924;180;"2018-09-05 00:00:00";"2018-09-08 00:00:00";0.71
107;1453;194;"2017-06-13 00:00:00";"2017-06-18 00:00:00";0.97
107;1556;117;"2016-01-15 00:00:00";"2016-01-18 00:00:00";1.34
108;69;138;"2015-07-11 00:00:00";"2015-07-15 00:00:00";0.85
108;672;135;"2019-03-25 00:00:00";"2019-03-28 00:00:00";0.72
108;1450;16;"2012-01-14 00:00:00";"2012-01-19 00:00:00";0.95
108;1504;52;"2019-02-09 00:00:00";"2019-02-12 00:00:00";0.52
108;1662;164;"2017-03-05 00:00:00";"2017-03-07 00:00:00";0.0
108;1753;147;"2009-12-07 00:00:00";"2009-12-11 00:00:00";1.02
109;193;96;"2015-11-19 00:00:00";"2015-11-22 00:00:00";0.82
109;200;54;"2016-03-09 00:00:00";"2016-03-13 00:00:00";0.38
109;274;132;"2013-03-30 00:00:00";"2013-04-03 00:00:00";1.47
109;431;125;"2013-07-17 00:00:00";"2013-07-21 00:00:00";0.12
109;1265;158;"2009-05-27 00:00:00";"2009-05-30 00:00:00";0.83
110;9;96;"2014-12-26 00:00:00";"2014-12-28 00:00:00";0.7
110;57;54;"2012-07-07 00:00:00";"2012-07-10 00:00:00";0.01
110;293;56;"2014-01-21 00:00:00";"2014-01-24 00:00:00";0.58
110;412;103;"2011-07-11 00:00:00";"2011-07-16 00:00:00";1.26
110;524;139;"2015-02-15 00:00:00";"2015-02-19 00:00:00";1.2
110;1029;16;"2011-02-19 00:00:00";"2011-02-21 00:00:00";0.24
110;1243;126;"2015-05-05 00:00:00";"2015-05-07 00:00:00";0.86
110;1337;150;"2017-03-19 00:00:00";"2017-03-24 00:00:00";0.52
111;45;159;"2016-10-22 00:00:00";"2016-10-26 00:00:00";0.71
111;55;143;"2010-07-31 00:00:00";"2010-08-04 00:00:00";0.03
111;439;120;"2011-06-24 00:00:00";"2011-06-28 00:00:00";1.13
111;1031;174;"2012-11-08 00:00:00";"2012-11-11 00:00:00";1.38
111;1078;189;"2015-05-08 00:00:00";"2015-05-12 00:00:00";0.7
111;1189;72;"2016-05-30 00:00:00";"2016-06-04 00:00:00";0.4
112;184;16;"2013-01-02 00:00:00";"2013-01-06 00:00:00";0.47
112;1147;59;"2015-10-27 00:00:00";"2015-10-30 00:00:00";1.34
112;1405;34;"2014-05-10 00:00:00";"2014-05-14 00:00:00";1.34
112;1635;128;"2009-04-01 00:00:00";"2009-04-04 00:00:00";0.37
112;1822;26;"2015-01-21 00:00:00";"2015-01-24 00:00:00";0.1
113;365;83;"2011-03-25 00:00:00";"2011-03-28 00:00:00";0.5
113;768;61;"2016-08-01 00:00:00";"2016-08-06 00:00:00";0.49
113;1129;15;"2013-07-03 00:00:00";"2013-07-06 00:00:00";0.67
113;1176;66;"2016-02-23 00:00:00";"2016-02-28 00:00:00";1.0
113;1710;2;"2009-09-20 00:00:00";"2009-09-22 00:00:00";1.42
113;1766;16;"2010-09-18 00:00:00";"2010-09-22 00:00:00";0.02
114;1263;172;"2017-09-20 00:00:00";"2017-09-23 00:00:00";1.21
114;1574;163;"2019-06-27 00:00:00";"2019-07-02 00:00:00";0.06
114;1706;151;"2009-07-27 00:00:00";"2009-07-30 00:00:00";1.0
115;91;112;"2013-12-03 00:00:00";"2013-12-08 00:00:00";1.08
115;234;148;"2017-03-12 00:00:00";"2017-03-14 00:00:00";0.07
115;544;44;"2012-12-30 00:00:00";"2013-01-03 00:00:00";0.44
115;954;195;"2012-10-05 00:00:00";"2012-10-07 00:00:00";0.38
115;1767;32;"2013-07-22 00:00:00";"2013-07-27 00:00:00";0.89
116;270;95;"2009-09-29 00:00:00";"2009-10-03 00:00:00";0.87
116;725;109;"2016-09-08 00:00:00";"2016-09-10 00:00:00";1.01
116;901;164;"2018-12-21 00:00:00";"2018-12-23 00:00:00";0.72
116;1509;173;"2012-06-03 00:00:00";"2012-06-05 00:00:00";1.11
117;178;77;"2018-11-09 00:00:00";"2018-11-13 00:00:00";0.98
117;298;78;"2012-05-03 00:00:00";"2012-05-05 00:00:00";1.04
117;739;140;"2015-05-08 00:00:00";"2015-05-12 00:00:00";0.95
117;929;1;"2013-08-09 00:00:00";"2013-08-13 00:00:00";0.09
117;1168;27;"2018-08-29 00:00:00";"2018-09-01 00:00:00";1.24
117;1425;42;"2011-02-13 00:00:00";"2011-02-16 00:00:00";1.06
117;1835;148;"2017-12-01 00:00:00";"2017-12-06 00:00:00";1.34
118;932;95;"2010-10-05 00:00:00";"2010-10-10 00:00:00";1.03
118;1975;176;"2013-03-02 00:00:00";"2013-03-04 00:00:00";1.0
119;351;79;"2010-09-15 00:00:00";"2010-09-19 00:00:00";1.38
119;1255;95;"2018-11-05 00:00:00";"2018-11-07 00:00:00";1.21
119;1912;19;"2016-08-14 00:00:00";"2016-08-18 00:00:00";0.72
120;67;16;"2011-04-01 00:00:00";"2011-04-05 00:00:00";0.56
120;90;170;"2014-06-06 00:00:00";"2014-06-09 00:00:00";0.3
120;1615;70;"2013-05-13 00:00:00";"2013-05-18 00:00:00";0.1
120;1786;78;"2015-07-19 00:00:00";"2015-07-23 00:00:00";0.45
121;281;198;"2017-01-22 00:00:00";"2017-01-24 00:00:00";0.98
121;444;169;"2010-06-29 00:00:00";"2010-07-03 00:00:00";0.35
121;1900;148;"2013-03-21 00:00:00";"2013-03-26 00:00:00";0.9
121;1966;125;"2015-12-09 00:00:00";"2015-12-14 00:00:00";1.49
122;603;23;"2016-01-06 00:00:00";"2016-01-10 00:00:00";0.73
122;1249;110;"2012-08-12 00:00:00";"2012-08-16 00:00:00";0.28
122;1667;193;"2009-03-08 00:00:00";"2009-03-11 00:00:00";0.17
122;1693;76;"2012-08-08 00:00:00";"2012-08-10 00:00:00";0.3
123;31;66;"2017-02-21 00:00:00";"2017-02-23 00:00:00";0.61
123;587;190;"2011-09-29 00:00:00";"2011-10-04 00:00:00";0.65
123;1029;54;"2018-08-06 00:00:00";"2018-08-09 00:00:00";1.38
123;1638;33;"2009-11-10 00:00:00";"2009-11-12 00:00:00";0.81
123;1950;128;"2015-12-19 00:00:00";"2015-12-21 00:00:00";1.44
124;813;26;"2014-07-24 00:00:00";"2014-07-28 00:00:00";0.57
124;1140;83;"2012-06-16 00:00:00";"2012-06-21 00:00:00";0.4
124;1901;14;"2012-12-09 00:00:00";"2012-12-13 00:00:00";0.28
125;112;49;"2010-09-20 00:00:00";"2010-09-23 00:00:00";0.9
125;394;31;"2018-02-07 00:00:00";"2018-02-12 00:00:00";0.33
125;418;167;"2012-06-18 00:00:00";"2012-06-22 00:00:00";0.66
125;1052;99;"2013-04-06 00:00:00";"2013-04-08 00:00:00";0.98
126;16;7;"2011-10-24 00:00:00";"2011-10-27 00:00:00";0.11
126;173;14;"2011-07-07 00:00:00";"2011-07-12 00:00:00";0.21
126;237;144;"2009-11-14 00:00:00";"2009-11-16 00:00:00";0.26
126;281;53;"2013-05-09 00:00:00";"2013-05-13 00:00:00";1.43
126;941;149;"2010-02-12 00:00:00";"2010-02-17 00:00:00";1.49
126;1045;84;"2009-10-04 00:00:00";"2009-10-06 00:00:00";1.35
126;1260;68;"2011-11-15 00:00:00";"2011-11-19 00:00:00";0.68
127;266;164;"2018-11-18 00:00:00";"2018-11-21 00:00:00";0.29
127;270;28;"2009-08-05 00:00:00";"2009-08-10 00:00:00";0.32
127;452;197;"2009-06-06 00:00:00";"2009-06-08 00:00:00";0.56
127;485;20;"2018-10-30 00:00:00";"2018-11-02 00:00:00";0.77
127;554;46;"2013-11-24 00:00:00";"2013-11-29 00:00:00";1.41
127;1196;82;"2012-10-19 00:00:00";"2012-10-24 00:00:00";1.23
127;1478;33;"2011-03-19 00:00:00";"2011-03-21 00:00:00";1.01
127;1797;102;"2017-03-23 00:00:00";"2017-03-27 00:00:00";0.76
127;1837;181;"2018-05-04 00:00:00";"2018-05-07 00:00:00";0.04
127;1921;44;"2012-01-01 00:00:00";"2012-01-03 00:00:00";0.74
127;1962;50;"2017-04-14 00:00:00";"2017-04-18 00:00:00";0.73
128;249;9;"2010-04-07 00:00:00";"2010-04-09 00:00:00";0.63
128;1245;107;"2009-03-19 00:00:00";"2009-03-24 00:00:00";0.14
128;1940;180;"2015-02-21 00:00:00";"2015-02-24 00:00:00";1.32
129;440;148;"2019-01-25 00:00:00";"2019-01-29 00:00:00";0.67
129;940;94;"2014-10-07 00:00:00";"2014-10-11 00:00:00";1.2
129;1978;175;"2014-03-18 00:00:00";"2014-03-21 00:00:00";1.25
130;21;109;"2014-07-07 00:00:00";"2014-07-11 00:00:00";1.36
130;801;116;"2010-02-11 00:00:00";"2010-02-15 00:00:00";0.51
130;1502;137;"2012-10-14 00:00:00";"2012-10-16 00:00:00";0.54
130;1863;86;"2016-07-05 00:00:00";"2016-07-08 00:00:00";0.11
131;67;122;"2018-01-09 00:00:00";"2018-01-14 00:00:00";0.79
131;79;195;"2018-05-28 00:00:00";"2018-05-31 00:00:00";1.21
131;110;60;"2018-11-01 00:00:00";"2018-11-05 00:00:00";1.4
131;127;140;"2014-08-10 00:00:00";"2014-08-14 00:00:00";0.17
131;395;176;"2012-08-27 00:00:00";"2012-08-31 00:00:00";0.24
131;627;70;"2011-09-23 00:00:00";"2011-09-28 00:00:00";0.23
131;718;48;"2015-03-23 00:00:00";"2015-03-28 00:00:00";0.3
131;789;64;"2012-04-29 00:00:00";"2012-05-01 00:00:00";0.26
131;846;1;"2011-01-01 00:00:00";"2011-01-04 00:00:00";0.78
131;961;179;"2017-02-26 00:00:00";"2017-02-28 00:00:00";1.14
131;1232;52;"2014-05-09 00:00:00";"2014-05-13 00:00:00";0.72
131;1340;26;"2017-10-07 00:00:00";"2017-10-11 00:00:00";0.74
131;1360;172;"2018-05-03 00:00:00";"2018-05-07 00:00:00";1.22
131;1814;25;"2018-11-25 00:00:00";"2018-11-30 00:00:00";0.72
132;246;89;"2009-11-10 00:00:00";"2009-11-15 00:00:00";1.37
132;294;28;"2014-08-16 00:00:00";"2014-08-19 00:00:00";1.0
132;406;191;"2011-09-06 00:00:00";"2011-09-11 00:00:00";1.26
132;468;67;"2015-08-15 00:00:00";"2015-08-20 00:00:00";0.43
132;665;106;"2013-09-08 00:00:00";"2013-09-12 00:00:00";0.75
132;1097;55;"2017-12-19 00:00:00";"2017-12-23 00:00:00";0.53
132;1251;94;"2018-04-29 00:00:00";"2018-05-03 00:00:00";0.06
133;1241;179;"2011-06-23 00:00:00";"2011-06-26 00:00:00";1.46
134;842;90;"2017-10-06 00:00:00";"2017-10-10 00:00:00";0.23
134;939;56;"2016-06-19 00:00:00";"2016-06-21 00:00:00";1.49
134;1302;2;"2017-11-03 00:00:00";"2017-11-07 00:00:00";0.21
134;1363;74;"2015-04-27 00:00:00";"2015-05-02 00:00:00";1.45
134;1481;75;"2019-11-14 00:00:00";"2019-11-17 00:00:00";0.89
134;1907;122;"2013-10-30 00:00:00";"2013-11-04 00:00:00";1.47
135;300;84;"2012-04-30 00:00:00";"2012-05-05 00:00:00";1.01
135;658;169;"2016-10-23 00:00:00";"2016-10-27 00:00:00";0.43
135;1082;111;"2013-01-24 00:00:00";"2013-01-26 00:00:00";0.26
135;1382;163;"2019-07-27 00:00:00";"2019-07-30 00:00:00";0.48
136;170;41;"2013-07-31 00:00:00";"2013-08-05 00:00:00";1.22
136;206;88;"2018-03-12 00:00:00";"2018-03-14 00:00:00";1.1
136;531;119;"2009-10-28 00:00:00";"2009-11-02 00:00:00";0.59
136;1034;68;"2014-06-28 00:00:00";"2014-06-30 00:00:00";0.58
136;1509;157;"2010-12-27 00:00:00";"2010-12-31 00:00:00";0.54
137;1019;1;"2010-05-01 00:00:00";"2010-05-03 00:00:00";0.77
137;1101;40;"2015-07-06 00:00:00";"2015-07-10 00:00:00";0.73
137;1359;86;"2010-06-29 00:00:00";"2010-07-03 00:00:00";1.08
137;1517;66;"2009-05-03 00:00:00";"2009-05-06 00:00:00";0.46
137;1551;155;"2010-10-26 00:00:00";"2010-10-28 00:00:00";1.31
137;1615;25;"2010-11-16 00:00:00";"2010-11-20 00:00:00";1.41
137;1949;135;"2011-10-16 00:00:00";"2011-10-19 00:00:00";0.81
138;67;198;"2012-04-22 00:00:00";"2012-04-24 00:00:00";0.06
138;783;42;"2015-01-27 00:00:00";"2015-01-30 00:00:00";0.36
138;1080;80;"2018-12-01 00:00:00";"2018-12-05 00:00:00";0.52
138;1270;148;"2019-08-12 00:00:00";"2019-08-17 00:00:00";1.3
138;1461;158;"2019-11-14 00:00:00";"2019-11-19 00:00:00";1.17
138;1723;123;"2017-07-12 00:00:00";"2017-07-14 00:00:00";0.07
139;135;58;"2012-12-25 00:00:00";"2012-12-29 00:00:00";0.84
139;212;23;"2015-06-07 00:00:00";"2015-06-09 00:00:00";0.77
139;368;105;"2016-03-03 00:00:00";"2016-03-08 00:00:00";1.32
139;380;79;"2018-10-28 00:00:00";"2018-11-01 00:00:00";1.15
139;723;180;"2019-01-01 00:00:00";"2019-01-06 00:00:00";0.04
139;1610;161;"2009-09-11 00:00:00";"2009-09-15 00:00:00";1.45
140;215;137;"2014-06-09 00:00:00";"2014-06-12 00:00:00";1.13
140;257;115;"2015-12-13 00:00:00";"2015-12-18 00:00:00";0.96
141;1093;49;"2012-09-03 00:00:00";"2012-09-08 00:00:00";0.92
141;1201;31;"2018-10-30 00:00:00";"2018-11-04 00:00:00";1.31
141;1270;9;"2019-05-06 00:00:00";"2019-05-10 00:00:00";0.28
142;168;139;"2013-08-04 00:00:00";"2013-08-09 00:00:00";0.82
142;1494;56;"2009-09-06 00:00:00";"2009-09-11 00:00:00";0.61
143;73;61;"2010-01-18 00:00:00";"2010-01-20 00:00:00";0.93
143;289;110;"2015-03-19 00:00:00";"2015-03-22 00:00:00";0.7
143;479;27;"2018-11-20 00:00:00";"2018-11-25 00:00:00";0.91
143;895;116;"2013-01-05 00:00:00";"2013-01-08 00:00:00";0.82
143;1045;20;"2017-09-10 00:00:00";"2017-09-15 00:00:00";0.36
143;1535;49;"2018-11-16 00:00:00";"2018-11-20 00:00:00";1.18
143;1720;136;"2011-11-13 00:00:00";"2011-11-17 00:00:00";0.53
144;420;181;"2010-09-15 00:00:00";"2010-09-20 00:00:00";0.02
144;510;69;"2011-03-02 00:00:00";"2011-03-06 00:00:00";0.67
144;1662;20;"2013-08-22 00:00:00";"2013-08-24 00:00:00";0.9
145;783;67;"2009-05-04 00:00:00";"2009-05-07 00:00:00";0.17
145;807;29;"2010-10-27 00:00:00";"2010-11-01 00:00:00";1.3
145;1162;69;"2018-03-13 00:00:00";"2018-03-15 00:00:00";1.09
145;1598;10;"2014-10-31 00:00:00";"2014-11-02 00:00:00";0.95
145;1969;185;"2013-05-30 00:00:00";"2013-06-03 00:00:00";0.57
146;130;60;"2017-03-05 00:00:00";"2017-03-10 00:00:00";1.48
146;146;163;"2013-04-17 00:00:00";"2013-04-20 00:00:00";0.45
146;320;58;"2010-01-09 00:00:00";"2010-01-12 00:00:00";0.11
146;612;170;"2010-07-21 00:00:00";"2010-07-26 00:00:00";1.49
146;890;195;"2019-06-16 00:00:00";"2019-06-21 00:00:00";0.85
146;1365;159;"2014-11-04 00:00:00";"2014-11-07 00:00:00";1.42
146;1534;4;"2016-03-08 00:00:00";"2016-03-12 00:00:00";1.44
146;1556;31;"2015-11-19 00:00:00";"2015-11-22 00:00:00";1.42
146;1585;137;"2019-11-20 00:00:00";"2019-11-25 00:00:00";0.48
146;1972;147;"2010-12-14 00:00:00";"2010-12-18 00:00:00";0.97
147;416;74;"2014-07-05 00:00:00";"2014-07-08 00:00:00";1.18
147;1302;43;"2015-03-18 00:00:00";"2015-03-20 00:00:00";0.26
147;1466;118;"2015-02-15 00:00:00";"2015-02-17 00:00:00";0.15
147;1486;176;"2012-09-10 00:00:00";"2012-09-12 00:00:00";1.27
147;1941;41;"2017-12-10 00:00:00";"2017-12-13 00:00:00";0.42
148;22;186;"2010-03-31 00:00:00";"2010-04-03 00:00:00";1.39
148;361;131;"2017-02-12 00:00:00";"2017-02-14 00:00:00";0.09
148;1650;153;"2016-01-15 00:00:00";"2016-01-19 00:00:00";0.23
149;817;71;"2012-07-14 00:00:00";"2012-07-16 00:00:00";1.06
149;1459;52;"2010-04-12 00:00:00";"2010-04-17 00:00:00";1.11
149;1871;38;"2013-04-16 00:00:00";"2013-04-18 00:00:00";1.28
149;1954;5;"2019-04-17 00:00:00";"2019-04-21 00:00:00";0.22
150;228;91;"2014-11-17 00:00:00";"2014-11-20 00:00:00";0.14
150;285;148;"2018-05-31 00:00:00";"2018-06-02 00:00:00";1.27
150;859;19;"2015-07-28 00:00:00";"2015-07-31 00:00:00";1.15
150;1579;176;"2017-12-23 00:00:00";"2017-12-26 00:00:00";1.23
150;1591;75;"2019-02-16 00:00:00";"2019-02-18 00:00:00";1.18
151;204;108;"2017-04-14 00:00:00";"2017-04-18 00:00:00";0.27
151;1424;53;"2011-03-23 00:00:00";"2011-03-25 00:00:00";0.14
