"recipeNO";"recipeName";"categoryNo";"instructions";"qtyPerRecipe";"estPrepTime";"estCookTime";"qtyOnHand";"stdSellingPrice"
85;"nespuha";87;"Tpv%oq3&lgVIPXWu*FO2ge24&HbtnWhMi4fu5]T6kAkkg@r&IG4lPaeJ2nhG(gGjBdb*eYm%cAfR8^9kOi0aG@3ie6r8)yvhEUVN(kn]2M8Ux!I)0FW3j4OL@gz5D8yE@4oQvCmkA%[7rixfAH^0D[";5;50;5;545;364.6
86;"ince";103;"zocGV$8QzaUy0JzgagRY0rw(g[!ZeFTURfC&GJSPKR1aU!xM^WpY1B*]Xc1p2X82rOl]bc%6nHF9SXP!&%0m2wrDFCXA8oiaoR2@uQ1$PY%M12Bs9SW&ufa[%W$*Kj[GTRg5Hp8e0Ptutcl*LV4SWu";14;51;16;15;200.82
87;"kigkorhe";85;"uXHf@1(Z%M(p8tajZG)O(EQHi)aZE2TH0a9yrcpLrMD2Xivui4ePr5hnpudn(vA(unez4oqicqH2L]rl2aX9$IrMOcYv52ez%W*Xjs20GMOqk#iK4Kako6RDWR]M3mpMVtUAcR0@J&*%pR294Y1UW5";35;1;50;879;118.3
88;"jufhonob";86;"uLTZjjui^7C[@Ds$qOTC!SkMj%#9PTY^v44l1^ZYz]beHvrE#%eifJe^sXW08J7!zGsb$*aaZRkg3W2aQq]0kw%QNHR3VtQE[t&GokXpR$vekrV7%EgB(6zCJI3C*lko9NX1z@i(d%hfIaC8VuQKy9";38;17;111;887;115.86
89;"duakuhi";14;"tk1Da(BdRZ%1HEaYim2d(D%m%tRxqsTny&PUYh^loI&[23K4(cA^$!z91AHbynj8I(UgZ[ZpC8T@Li!oqgc(J2CJqlDvy]HP8eh*Fumac&$t^jKe%21#eS[5Pu*Cct474I@FfoDC42((oHJv216y6T";45;23;88;870;380.55
90;"ohe";69;"jKmDhGuJn&uKv9JloNJW@DUOZ%#jqQ19T*0wHzYm3FrHW$[4#&*H4R2%fuKsYUa52jHw24CPg1n!WBGreW*w6@JSK^(7vP#aLPUwcZt@qn1kdfwAP3)uhl%6#J03k4^o(N&9GIHISX(n[ir@Tik1sd";43;1;57;979;180.86
91;"ruwzoh";94;"pN5#YhEg(IDEEXzT4j]%LESX6qE67N0tll2l)Zl8G(GLlIb0c5f4shbNq&ax#p0MXG&#K2kLTREmnl4^Zo^@)BRm]!3PkJHjFv4)ZQIl^UZGM&DVS2yMH@n7Z)5MqoBcIilc^&H1x2^ycRsSq*Casf";41;52;1;2;467.0
92;"lelbef";90;"ZjVmtOqsYCrfQ4yvx[Sal0$[bi3[CYuPssXoZIoXMK$*(t[Et@IUB5IY9@TY&2j7m&A94q4DPFolyZF&B$@%fceCQbJ[%AYrSrl[oF5KGW(3aRt93VAf0Y[yDIdNwp5bT1E4h5A26]7ZuHEgvwvijN";20;16;98;924;192.91
93;"epinoma";69;"^(QgX28ts&aTUCTM*l%UbWSR1gnqPK)suAXCq$YrtWYW5016gYcxMa39fqHhXsQ2zdP5my5GN395AwDBx$lJ&WZ^ve@deUsT7914msZcim!0dlDZLPqm)U^EmU4qqy%ZqwM9G*53w%D&WF!8vR$F3v";27;48;95;726;438.48
94;"jual";70;"x)Gm4EDQ8QOTz9%U#PukwTx!B%BcdEz3*I]G7G&Z!2Ibkq)q3ul6(D2][QHhDW4&R7hg@A@6%rpGHhsL5NklxCtveSN[K!hK@et(n6JlphziKc^OJQOxej(XCUUZOTokS5hHh^O**fcUBNHuWh9Fx6";37;13;53;610;480.76
95;"otilumba";83;"uaRFp5QEpV#r3EM8mC3NIW)KDN69%oCR2SWsB*WXX0FCh]Uk1sGbRA%Pf5LLNX*xzLI3G$us1OSGda)*9)pcfWdC2x^bhQsCPl&$TuBfB$rUbu$&aRRW#O6wC$tcTQZgW3yP9U3i88LCjQs5qeXM#y";20;51;39;902;308.86
96;"neddiv";105;"K@wGjmw4LWI1#5u&5qC%C@ZlLaN&WqtPGr@c^vWls3pO1u]QN@2vI[Hi4@PZ&rmmjNHJa5KM1n(6Y12$Y31uI@a1bG(NL5TbC&q4k8ePqVq8Ix3@&1L$kUnTJV@aay99N30@193)p8xOr5C#)GU@hZ";42;9;41;509;444.63
97;"wokiida";10;"il$z*k)wp5l0b#lj&M(o$0xxfSbce^w$Swnnf^M#d6K9vguvwCAfc[(1r5w*H2*Olh(Rulh@C@LieBK]1*^fazufoQ!%rP02$kWnGUUKgncnw&jVhtARCCFr!Y$1nD8uJrb*sqVTgaDxW6WJ(lW]#C";17;50;78;799;306.83
98;"ubitanec";84;"KSolw5CvH8sm4oclp#kX8@$C!k!W&Ozp)EJhM0k*e#CJni5iJjuahum[oY$SX^mvpvymk7nDS6tjMt3G0F%!Ic7U8#B]o8qZR&1nIBf6mxrfK]41r^*(5JCQ*DV4LQxhjs&zKzN*yS6t@ZthBmZWLP";34;5;12;994;60.71
99;"tawzini";88;"@jxIpScMc!j%Tc@VoHvod2fbLTdMgeoP3[QYzJ6NdFdsYlZ0fEFGX2wPv2KnjQIpB7IBZ)4BPsT3$kAY6Z12sV0j#OLg6TJuspyznxpg!7Qxs$uVQW]2lo[CKE8@WEttjRVIRhvs)9hXyCvB#$%6%8";4;12;68;941;2.68
100;"om";60;"Fnyad#$foXnIkT4FR5TnK&8PvjG5B$6SyAErc1&Xutpd8BPx9RuWjxbSDPf$vMbOKOc65)AcKxl4g3e7KYVhOP$p]GEkMdp0H0&DKKzsuk]EWzUkzvnKPQ5aoo(qwbl8C[%HO5sAh4T#@ONZOKY^gA";13;22;112;349;287.56
101;"ki";97;"xiP9bzOoeZ5%rHmkY]eWwX(]hcet9LqVg!Q#DERSM1@#2MJOTavvI)4zF]OC4A1XmSv7lcMMB7[@TshI&)qyvXq7%4SBsZ5CbZHAFtd!rk4lxkO&#CtG4oWOEKAT*K#ZpQEcr8n&NwJCZ5HUOwjbgi";13;24;78;480;471.13
102;"ve";67;"s$Z]X33x&M]CY2Ryx6eAEe^fssRYC3xQ@pzU$bEG80Ab)(gLY8o6vmtz8U*Gg0tRryihzfxLdQLl7AQ^%ZSCV8zf9Os#zCVIDCarJASQb4)j1oqjDV^8DTu]WV9e[sQq^L3s0nrys(ltO8^kQRp36%";31;42;63;454;10.4
103;"sif";94;"*50P3*[wMNkChQ#uuGrdGzn]Z[%F4C[!nfTB!#CL3Up$]q*hbIWye6iXsQxn#gAMiiy1&]m%9sCyAsWhWelGWsTJ5Kxy$h6qEKH5@mUlC57rT9f(lSW)YOlHR8#Ev(%Mwv]#LGDt0h&4J7gwMHCWIJ";12;19;110;432;78.43
104;"ugiuv";76;"*kTTys(lzJ!@If9L$@UCKlKO&Tj8gp5fBNkRuhTG]#HVmgJKSuw5)[wA8kq1MVLOHJKjpdzAJ(1n]@$CF0GaG!BKp]!%VSKJXce#hxsQUtZb^4YLbUOL8oZngO#qw[bUxw5qslk8wf$PmEFl)J!ApQ";46;26;117;345;173.13
105;"fuv";79;"ctc3j($9Ga9&tB2Ch(n]b428q[CDUDA$yJ#WGArrPDWJk7Hx0eMnQry8i7sldjyNjRl)AjI%El!w2j&o6uUNIRt*RHZ!udDlV3Y1Lek]mPjC46x@@I@i(0n1N&jhV#3!8PR9COg*hpMj^FH66l]Bf*";50;15;63;366;138.94
106;"pevhegjor";55;"%c9BqQ$s*w]Ph(4G]ntf76UK7mCerfWp(cFjD&I2]jtv$r3sLrIv!niqy@5r!yzd&1em44]zHw0F!Ozuqki(Ev2v][WLe0[7AfIIxUXvVBUctu9$R(nB783EEiyMOvIvgi[DxjbCz[2EPBIUR9($Yd";21;35;20;359;247.89
107;"iha";101;"dd*TTqVHSR9%q]nbDa6PBPc*2xI9(0SqAvtPSdwRp]06[psN0HIAOEJ#RH(M#&k77kJD6b4BDw%9yw9kK&m%Phpk2O*nfBZ7*Lr(%4*ACqUVe%6zhG2uNOz4aK8eGAYl86%ti3PANOjMbm&niM0Dc(";45;2;40;750;50.3
108;"tu";10;"bWM$R^u)5y6zMMJ%(DD!IyElA)HUZ3gUAVJ7CVt5mccoPeKF2LW#9!BRTeDuxt&h2@Mr%Yk#ZN3mE3UkeNmazPyDcFha%BZd97uG^63BTcHUiL@QjUpNy7HNGEDTQz7E(a0z9n[H5i*YKu9EsqC)iw";9;47;108;168;411.81
109;"lucfa";91;"XwQzskBJihHnzrfPhZurRF%l^NAb@0k%Q1hgi]SmWY59iT7b@OkD7@gXzmYo#LNXo*Cgyf$K$eSWT109pMrD06owZJdNrdG(MR%YfUuBP%Eh(bGVIBmCaW@jXK7IctjvOjx$&J!X7I[VQ5c9fSN7kn";5;49;67;708;236.87
110;"gijsec";64;"Cz5@AkyHIf41ZuZ9zAbwyo9l[s1$oj^soy9JCaCu!zZKLfC!]vjrpjRmzi8AIVOs#pdzcUtFiZh4mwWJs8bou4399$BQAY#ok]rTZHnmk]Y2g^C*dv*(#uRG$019TybiPNmQEbfV6X6jth^OzJ!cXJ";22;38;54;775;398.71
111;"sitrubuw";104;"nUwzkS$Gt8bqpUq3ZKM25w3VX6vv4fMS)MlzjO((8naV^@6C%nqyeB5JwIiQKOvJScIGlfnmH616@hsTx5El7b5Eow)i0AmG44s&Mon%Gv@6#o2AwnFO5DPeAWGe]B8g5K$utuzyPAIa#zOBVILZ%E";14;9;120;15;348.2
112;"gu";8;"6rwX]H1yZNgCG(D2$ncGeSZ[n^c2$]Wl&7TyyXtOtz4STr)*BQHvP&&4@m&pBDUnB#%S)*bTtY*O%5#1aY5$iKI3W0[OjNuUEv44FgBU4(1apDcfKP#E2!$3zSW*)i$42ZCXC]YoHR5ULlBQie!6cI";6;29;119;465;403.6
113;"du";18;"!hgt&X(qr!w4hEKj*NXO*GxCr&kgjSlr@244)0Kbsixtm89hgrw%LIzgeSehfiVtT5yWanA7G@6OeKP3u4tz2]b!^HYwWX)*Fm015llBnw@LFJAsZ(os)Nq@VvRk6jCp3NtXk#@@vZ^sqr95A)n8G#";45;17;64;449;152.45
114;"iv";101;"ibv88cyDq#Nb9jqZeVrRwFMpR)^(!D0br8pfjQ&UbA0fmy5ehZ]@jsl9y5uWIWkpFhdK(VjHpMra89WlMPK8ai(XByys6VmiFhYU1yW45OJ8%4Q$R)hV6i#(!b%^HfKphuT]Do]KSKPcIIslVs^f63";24;23;90;376;258.23
115;"bacokof";74;"xZ)Uk8Zz6ESoEkFuBQRKDP6!Q2IF04HBsdVfIiZoRFTVEbBgFDcg6a*%[e3wof33z$8G9QqVLQH^T950#)VItDk1[s$MdOIIL7qZCW$ndKwok](S5P!hBN32VjmKz^a[wp^4cigD6mY[hsranBocgc";3;25;72;551;389.0
116;"jo";39;"sSvT)t[(Zimkm^ZT&yr50vLK5l%[XeJjBMMWgAQlDu@(jZR@z5[T!w[1iFG%av@z)YX$[mX6P)KPrCTATacuuryAiu]*dD$@1)h4wRT5fSSgp[N&atHVZ&BXievrsfA4b(*W9]nX#bv#pff*kDYykK";1;21;112;827;94.71
117;"pade";103;"vBtc#vZ0m4n]3x9*NX9Gr^)VJ[]9enwmkvV^u*FCv3SQm0N!gCN!CHJdrwxRnp@z$wnE6XN7$ceTHV84A]8(vQ6k8]Ttw!kdlhWmikBUMSL$AbZkg[QKh4HVTJML!uU!7e*[XmCx3q1ut#E$#GdH55";47;19;65;128;122.89
118;"ivasul";11;"f$zl4iXuMAhKtVvGGJtEkTLMoHA$Ku]&7tzBUD$cA$pERgCqH5B^5qzvUsJ6fapPZ9Z^oRPY%8VQ2Nun4IQ$cEls@(zmYG]^TYoIgaFtSCZ6QWGr2FOLHkUvK&2Jg!sLIo$LTPPNuZ*L#DN)X2P3Hz";49;27;59;539;462.49
119;"rishowpah";19;"AItHqNB)B4F&dj!llvRcL&TBUkaeMDKuL6(jcGDrKgaXlHAWl$[WWLfKv$@HxGl4QmqUMGOcEuid]b8(dTs(490phKWTer4n5CZg3lO94GQtfjAk3!sf*HqNou#ynWOpMpC#KHU[2[50x1BI7b#pLy";27;37;12;926;153.71
120;"nafpemtu";36;"EF1)DLWMm[TeUd2L7beANANiUPZfG#hXm$W&xkVc4^ya#q1bq@PrMvu@[pO^gyp*Wty9PzN4x@zHrT0JU^gBP2i5hV1Yjjbf%bn0jYsZK7L0&K^wglXyg%PssiV[^!)9w1MH$bmC]Y#Gjbp&VPIv7@";28;43;117;642;400.4
121;"gelcecja";58;"!mefYc)E0lIJh7sRXDPiQSDWEW4OhLxRhf^BNKO5y4VjDZlwjEgd44v1fb(0)dF5)B2M676eC(&PugP72VJf64sXeo0&LjXXK)7@VPSjLeXP8Sis(xcMcJkH^y*V%dXKLroF*oIzx)6SE1Ry&jpC#%";13;17;30;849;32.36
122;"deleevo";19;"y&oqA4(uXVIi2S5(iSij&5clp@yfah%FA[lvzi8!vC7F$uJ6Ma#U1An&oKl80W#2D0[5EVuCqiX9H[IH2XOo9DY7U$TqROsgAEt^(cTV!a2xRew7in^!KJdcL![dIW[%1C*Xgnh%78zY#kcp33K0kM";22;1;2;142;284.91
123;"cuz";60;"9SB3lkTgBhbKAjLDjc[c!u3FujSHh*CWR!RCly0^Zw*g$QN^0BvI12%M4f6E87lfS(TKBsULiuxxTZ[5AN42#YCYAGgb&&nXoqHaA0N@Wr(M#(Z]Dl)vb7YTYweR7Go9$8J7(#vm[m^0MmHZDACkZ7";22;10;88;352;37.21
124;"cedu";33;"j6eZIoDL2W[It6N%1t0%g5(o9ai!tM17w3P3V9!Z3JMNImauU7Z@WDod(8bTAbu6kA1eQMVsl0qb2%Uj7QGi$X3hHx4@IbMC[tIrj^a@jtOpZ$QRgb*f1rXaHcChxlZ7OgZhN%MBR]ikr)kMI2[g7l";39;4;24;583;343.56
125;"rurkobhoz";94;"Okub)zK#Zg!3t!7su]4(!geX@$cu5j]BBWI$LlD$*Mluze^!Y#(R@7QX5!zt))qY5*xJXM2dFJnA$5z5z8vnfZfRg76A)2Ab7VldhPPM7Q2upLIMBULa&[pGUvd[yX&Z!ZYa7C%2q&kVb*$CzZfmI2";27;43;50;258;391.1
126;"ror";31;"JtQKkwh@o&Zz)bY)gCJ0MYLoEmU3jslsWMsNXc!6IxI)nxt]FiFWXYQb]R3DTTDhMicFtt[DiXxf#]l]@hY$o]yKR96a]7tMmu4GRShGNllJakEmnVQZ&DWg[1ckU^$vLu7Z$[8JhohCHIO6vSaBVv";14;9;81;149;169.56
127;"uw";35;"]3(f]sfuZFRFBTe1UdK8k[m5ck4lc)96BaU6s4Hj2#MWB5yOSDhC&ue)aog1Aeo&Algstjchf0B2AihIbT7XjBn6QUP2lVs*HaGZ!MrmG8a@bD0gNap&A(M!sRJcoLCpWgkH@!ZBAAs9KgpSffh7Cf";1;24;6;44;486.1
128;"sivad";86;"pYOmRzmDy]EbkW(9m(zJ*nkJAMX65vh@UW@ycWyaTS(mUu^vGsIagiN%]^IlYc]7brH6WB5E1%RKg1[nkq!*QC@yUUzi9HVrr!&F3cuOcxJoNDx2nC4uT8]LnIaTAX6S*!39F#qyKSqCHZABQeMj!#";18;13;104;124;258.41
129;"jomnel";18;"8e[0D8DFw8bm9%@7NHfb4*JX&QTzT09#cR[kU8MGwV]@QoWHTcayCqFxTRj@(Xf8uQ#rsnu%vHvx1uK#Ma1yAcG3XD5mq5FG2mMT94FW1Rw6j^L2k1L^J$$nj^MOHxMxoRsN$5Y$1SaH(tJDq@QE49";26;1;37;962;7.38
130;"suvunca";71;")3#5lKxzVNZ*OjUB902d2g9oeKQrpZfkYt@]AVZu(#RWGE(7PLVelh&t0pfkEmOj#F^LUq#jm0YdrlBWKfL4POS6TLuFMm%oswpSu)Jjfqv6*1hB&o*LJJj3XIVF%qm4IoSASFzY82aLbK[7&5TAP5";11;43;64;201;146.86
131;"guvubepo";73;"o0fym$fejk1^f^f^UxE6Zs$ASXoU4Zjk9WmC9(jmJpfBk3mZyzVMJTe*Kp#xju&sC2djjyZYPDDNtkixxtIxkiWxzL1b@UK7]a&6362kq*ZcjLK7VKNl#$euuc@P9B6kxy&gy46PY&nxEeFo#bCAAa";6;8;88;624;302.11
132;"nambiit";22;")DA0PMWOdTUp2pLdoJfy$3gYW[ZyIuBZejO0vp@]u@Yfr^!2g1Pvj3m3FY!E)OZ(Emoh1dk*Kd01[DF(ZIZFcka[wtQBpcoawBXGOMQ@aUiZrry4o&fN[2KwTVo%EiYkl8(wxD5XMbRlIw4tNjt0Vs";24;25;87;570;371.22
133;"ciib";18;"f!r0xDOV&TSv9bsc[i#2p03)KO0ti!w4CpkU!2tvWgFtnfcWiHJdF%5mxA(dqdKyRV@yybNeJ3Nw9DY*gmKjd6reP4plFLmFOns#9rUiVPp]5dP8k1mggO5Cba)%M%5YTBMYt[U0iiSl5Xn&(%VO&!";41;58;70;340;388.35
134;"una";50;"[SoE$roGhG4(dZ]JhLS8o5)PfxU1y@SLNiw62nYrl)e6Aeb$zEus!]sj]AQ@Z(HcMwxyoCud5ZvVvuurD6!xRTXwkKi(QIP&ILpr8$nlj^str[i5aemgg4I89F8D1s@M)#7882mtCg33v8qt2uzHn(";1;39;36;479;1.5
135;"fibitte";41;"rxLw@M2$gKuj2*xyW(zBbXsq9Cb@v4R0hoQML$9adgQXjW&)O6Sd4tvfun&[AXqSXJZbn0oiZBIlGMcxViB5mRq*4gU8c(&0pc$R^[cHZhsJ4DLEDye#NnvGs2Fi[6nSX8XK3oO**s*qD3l&0CdL[&";7;52;32;535;75.61
136;"ziv";15;")7Po)@jgPW[V9hQKRjr4&pgIHfh#o)G14tPVFN]EkzlihR)]tmtRTag$cuPOOpLN&xJG^VLG@X5CG1J^5*vwD(7gcC%mEajTMuKs]MEex*7e(E0U^OPS^@Qb[93c%H6&6LVqvtlLzoIkhTqm([Ae0P";37;15;18;242;314.55
137;"comsicko";21;"#8gfKu4Y1nsQ#%iBhz(hmYaj4[GHMJ3F1sf(c9peGSt7WBS@cNIZeBTAbk^lYMW4!4aV*sqt[SXZLSgvnf&p7a7Yw6I]$Pak5sCn#Mh9c(ytE*AAGTe@Kn0DW!]29z*HY@T06floQoi3$]k(]m)VUP";24;35;86;89;135.3
138;"ocat";16;"G0nc9i]dCHkZh4wo0ciYm%eFqOE)(%A73R)gIEGWhMrBXcEu4^2phODireBYuzm2cIlc3GhfBI0jP*RO@)RQFhkbeF8FN*Z03Wwt%#BMxIcjfn[3*Kx91lQDHoXi4&$zvZTNi)I8yxf4sZ]yCKpyzA";9;60;29;845;133.14
139;"on";37;"SdHfalLa1JiXO(lM$MK96YQYppF&xlVX[M!9e]ChoVs5!$I1STXZfQBSHEArUbQBNDGYU8w]f4u[nqTI*9bBYABA$Coc3UY^%vT9s*7kee%0*xIrFPaJI!hwU*ns0T3oGOcFc%aai%NQA^g5Y]3VW0";5;38;0;500;479.67
140;"naj";19;"fIcTmyBl(07)0$O1pvvqlS(e*Ed8DZ8&^^6ftZHk^5atJZeTws6S95*E7Dy@Mo^xo4J2k1&Z97^iJz[IUfCezRCFiuB*BTDOb!9z3mMO2vo6EG34JUSATZk^7UGeNe]IVAbRRL7QpVoIr]@rv]]XMi";35;39;83;406;481.44
141;"tafsu";56;"1lsg#rnmQ$(ZbslaaHjR3v[sXkEXfWyqcZck^t^Z^#I0GE[M5U)b%)PhTgvMSU!$wm!xSse]Ui%E%)Bo^HP841hrb$a4Haik@PFj%4xK7bquU@G1M@9(woUhiQRPc2aLz]AdhXtaVebDB]m*qlU%Pa";23;39;12;440;43.11
142;"ji";76;"dcdQQor)tth)dZ34tehzYUs)hCpSA@NG5HN8OWBha#^PET3Kc^eMu1^t2xa)MqHZZp3QhL7iNzlu9V#hlOiAPfXI(yald8V3N(BWCt!rg$CipMqTqoE((P1uYLi]pJDVva]LVC]]HOiz*Jx%PaqscE";45;12;115;791;449.51
143;"wifcapwi";14;"0J6K$PBtCvzM9coxgGmia07^[Tx$ry$U7Z^Xv@lA8UfYk5P%vzZB91(yIf(^%YOFbu!ZHxS(8]GkwAu1Ef(bFW)cQ#]eCoLtA$a8AAIw$n07AOzDR]w0o9!sNo^lD#rrztxHGC02QTvwvRj8Cy5TZW";9;34;3;694;1.7
144;"vufulod";79;"FmqNheo[t(k!GZDoeB@a!npimJOp]PSGkW!44WSbt4[%IJEn7L]a6jc(hdWP5B[P9OPFqekwzO(HS1)sZs!qv4&D@yT#(L)y5fToO!cGnpy70c3dp%r9s][4JHH(c23glk%sJXmAytWYAOj2[tN&3t";31;28;60;412;375.44
145;"nebizi";77;"]cy1%%&d5^Nvn@3Jr^lmirXv)8]04Q)LffiIENawnDjHwqu5wNDbqbg^Ox9vwjbltw7n5I0xnvY9h0o(Y&chgZoIG*a%&wFiG6@AFi0DHykbKNVYsnaxdU3!gd4UbADkGI&(WiEmNSB&S5!E$m1]4L";42;33;110;178;383.72
146;"uhigacu";96;"G8)tbE@ESoLUuk8mhhx&(D]q^NDVKfgh(x9ca^Ml4PY3[sRtfT7(&*NG4JoEs(NefK6]@Hj1VwT&)D9!0]&e@#CJQTE^XlLp)HdOQqgL3*YZVrSpMET1RMGhovu@hmp0eTYMXsDQ^O8%O]CyesD39T";32;11;28;246;228.54
147;"vezkaopu";84;"B!sBlF#N9Vt&l6#fi7KdWz[(5Jxllx@V#TADzMIoMxqceXSbnANjDxwcB*GAMST&PBmI6S@EFSRz@!R[Lypj2FFuR7]DbPnPqroQMGIiZ2R8zB4x2ksk1Fo&#C89T2fKw6l76I$4TA@Dyc!J]0%#![";27;23;50;866;321.89
148;"ow";25;"5I6Oh#mjKfw)tH%S8qcK9DVN9BkbZVX$[ZBm7@v0n6N]yK*w4P1Z1u2]Oo6aVYs7qLWvnjZ)RakPQx(@PFf59XbZJD5q9h]@G&f!U9]qxNIax@CoudGFhNd*lImw*QaO1SFVXyYx3WJDukKc7$I97P";25;37;38;912;447.37
149;"pobposo";27;"hAOh[)y2#p3LtWJyjXulZ7C9o4EOBiB5fqeGa*I9Gaeuo34j1CE)#va2Mr8lM$eifVwWEk(3fE)T5fV4iP&l$[pNVz(O3&cfLif1a*QeJb(b)bBw$($FYVtuFw9$ILfD@vJZVxzekpRzblBowar0TL";10;25;82;566;485.3
150;"go";14;"oNHpqo2ZlMqj2(HFc4$D$eR7bkAw#m35[wDxW1RdD7DvCT3Mo0pQkRwcr9qftuA(fwCYOS&NQ[eIC]iHTW5*a(S^YVyokQKfHTDQ(H!uP]uN4pDXuDY9IQTnVN*BTfiH!gRC6V2)m%xpbNq7BzNf9F";24;14;94;342;415.5
151;"lubwiwni";103;"8*6d!9SO$jjoOr]qdHv(R(Ni#xXYIniF0B0tzdhJf6QEeg&MQ@BrOSdiCpTp7ILet]oYq85!mbhZ@Xv^ACeg6qNxjF)8@1AKz80joGgxfZVA9^A(SwscMPaUyTGy*hQ$CXHiH2mgfQf]fbgOMYrLBH";23;35;37;220;361.96
152;"hezozso";77;"]DcJlKeN9Bgl[Z^)]4Ib2IXRCG*(KH@B)7]t6x&20^&VtFqbikmuQbIs%[%%G5mrC!&yjC4TXTOd7QMdRTO*r#dFGAxJsfeVe&&nD8tAZWJ1V1L[PZ2RNf(Ea$Prw1Ux*b@uatk0Od]o@@gFg728f]";30;59;50;681;326.66
153;"olvem";36;"tb@WR7xvj$C]D2]D3b&sErb%z8KT*S#Xx[dED4qTlka4f%[ruXM&wRPRZDXf^VnS&bHRWqOMIZM#2A@ThlDW]cd#*UBjuQ@w%J@dtMxBWCg5tu&cYe$^ZBf$J&ysYNoJ9!7*Yq0iyYMCIR])smL(@a";5;18;31;448;308.2
154;"jugeju";90;"k6#2IUiC0!d2Ab(a2kNVry2CLL$$hlB9TISK7*6byQw%W&2f6fAMIs0es*bJZ[l92CZppfy!UoxQ4X]W#W%nj@tye3jbX2qzz9PcJzaL(uUpZMgQ&^fr%%QBn%@UEc2of3XPk3$q[vWjk@ETG4Ksh%";34;52;65;995;401.34
155;"lujwac";78;"yAt3MaaS*&t@$iM&I4Q62POJx)P!VCrBBLm$01EC0eInGIU9Fa7Cqq96YTOcxV#eWRd^*)20L6Bpj5jV9#j#vDiddjckzG7%)N!xpfMUwYGLmkk!8qLf7Rpa1A@wOxmfC!&ean]fs#Kj0GVI0o1luz";3;23;107;542;435.4
156;"jeuhla";43;"jn9b65a30Pt[HXnlJ4[LCXES561XLjPB7!Y7oL]wZTw34B16^ey1qoMwqSdsWC$r[vzDpvUi%vO2W(cTTbKx2Cwg4CN!zNLYjcSS%u#rahMtOcP286Qu7hz@&5LsojaCkq81MCu!4JBakL0y$Uy2cZ";15;27;3;621;455.95
157;"jow";28;"FqwLhqfV&HmpF5s[3AWL2RXkiPm8dF91]SrY]XVFrIG3yYLIT(@jf([0iYmYDtqpDjIG8zBVqP@PxSsHlIZls$Xcnu&FxnQm&zi5tc^ui5wUy9N5qTwjZdhK%p&XuwtW0F%F(]bBUJsVda79)gUYyJ";41;57;92;841;348.9
158;"duk";7;"5CP[n4v9Ra%H5$aiGzzHSDHVDjMGmB7yJs!2B@!WuOjF]]08Xc8z1pr%0Fu1E9)Oy0hsEWVn3[5Vj1Pj3vDY1aEytw@7FAi#IAkbzmyH#D0wWlLM9UncpH0ZdRm&gqk4P2af3Xv]OESewhyfsPjQ%Y";2;20;90;860;155.74
159;"babu";29;"u3gKIVD[^*iGOW@Gzb21$%kzh6SraL0Ay]4V!J880B]lfqtmx)ZHwyq(z1Dn[fNSxn7&9@PSeSyGA*atRj6sWgoe3g]9iGgm5Ok*Lb9JWbQ(NPBLaP1Zr52dz5%L$XWI%2eigdxT*S*5yXk&i^BI@U";46;54;7;849;13.59
160;"fecison";21;"@0w]HFXCzy8AqT2K5u%I6P(]Qu9#D3g^pLm@l(J$N4cNZ4pRKJkgHoa7Pr]3$N1ZBWXTPB[*lJ@lNyS#Dyv5h^vwQooey4evDR)R]p9]CyRrrUx0R8Dm2$cZUSyY]Q11or]jBbqHEXUkQ1XCE&5v!N";13;6;95;223;454.7
161;"emi";40;"XqZ6*NqUMy(spebAMq))b85F1n1dqRCy5[dMraK(w5&d(WD[CEUHPRG!6[bHD7@A7XsO[kgVBtD@PBm7Ke#74QTJWElAevDm5D5Bs08rHG!yd^AbuyzV7[ZYfE(WHQdF!6zpmJW5gmihc&PstGv(8j";17;17;27;305;139.78
162;"jadivo";27;"TrDMgpEylu7zPUjsltqDHwlMT[JwDqV!9VpXsSQ2i5kkE7VBfEHW$^]VuZE0rXJ9][(y$dop]fkexsrdbmMLk0TpthgTsNlo)e@(MjsTf63qP5k)&vt0Ikd$5Si(1ayxmffZhCro)zlNptRBO]A0*2";24;41;79;924;371.83
163;"hokasut";70;"SyQMqgJyf[mfR))Z!TCPITmeW(0w^wctydY#&1heVy60#UtJdC^IEkN0eH9wxR*L2f2mY7bFSbd6kOn#!SO4i6MWdYaGslt1NvUy5hg2nUL&!)b1x^UW)iH]UNMJQp6%22$!lrD2mT8oj3TO^U1rK8";1;29;10;626;287.1
164;"wascumake";29;"bLVr4css(MVBxjWmEuV[mu[h4H!E8@QeeYBULpy4bMh4(RkEZ%3K4OaNp!NrymYUQfgl$tJ46L]a2(hLGEs7c120y(G%!B&JFAub12tU4(@pnhYvWm[s#OCJfuCWZfBFl&Q)ksx]f$gGOW(0*Ys0VV";48;9;17;459;41.47
165;"necfuram";74;"wrzU@ywIM#Kc6inLyc1(p(@1QkST837umluVDcLh$dsuPKW@!!uh^((b)wPrdk%A%ZsN3KPd!6#(1Fg7T@)0[6Yk$fH1!vc4mhnDY1X#QJxG$H%rvlZIad9W2*DUUD8EvVGJ1eCD47vIrVkoCh40AI";36;15;33;368;199.39
